1.97,0.34,0
1.95,0.34,0
1.94,0.34,0
1.97,0.34,0
1.97,0.33,0
1.93,0.33,0
15,11.3,0
42,33.5,0
42,33.4,0
42,33.4,0
41.9,33.4,0
41.9,33.4,0
42.4,32.7,0
41.8,32.5,0
46.9,32.3,1.99
48.1,32.4,4.37
48.1,32.3,4.76
48.1,32.3,4.76
48.1,32.2,4.75
48.2,32.2,4.75
48.3,32.2,4.75
48.4,32.3,4.74
48.2,32.3,4.75
48.3,32.2,4.74
48.6,32.3,4.74
48.5,32.2,4.74
48.5,32.2,4.74
48.1,32.2,4.74
48,32.2,4.74
47.9,32.2,4.74
47.9,32.1,4.74
47.8,32.1,4.74
47.7,32.1,4.74
47.6,32.1,4.73
47.6,32.1,4.74
47.7,32.1,4.73
47.5,32,4.73
47.4,32.1,4.73
47.7,32.1,4.73
47.6,32,4.73
47.6,32,4.73
47.4,32,4.73
47.5,32,4.73
47.6,32,4.73
47.5,32,4.73
49.7,32.2,7.15
58.7,33.9,28.1
60.1,34.4,34.7
63.1,34.4,35.2
65.3,34.3,35.3
66,34.3,35.3
68.8,34.2,35.3
76.4,34.1,35.3
85.1,34,35.2
95.5,33.9,35.2
126,33.7,35.1
160,33.5,35.1
176,33.5,35.2
176,33.5,35.3
176,33.5,35.3
174,33.5,35.3
172,33.6,35.3
172,33.6,35.3
173,33.6,35.3
172,33.6,35.3
171,33.5,35.3
170,33.5,35.3
170,33.4,35.3
170,33.4,35.3
170,33.3,35.2
170,33.3,35.3
170,33.3,35.3
169,33.3,35.3
168,33.4,35.3
168,33.4,35.3
167,33.4,35.3
163,33.5,35.3
161,33.5,35.3
157,33.6,35.3
148,33.7,35.3
139,33.7,35.3
139,33.7,35.3
143,33.7,35.2
141,33.7,35.3
137,33.8,35.3
137,33.7,35.3
134,33.7,35.3
121,33.8,35.3
119,33.8,35.3
135,33.6,35.2
142,33.6,35.2
143,33.6,35.3
143,33.6,35.3
142,33.6,35.3
142,33.6,35.3
141,33.6,35.3
141,33.6,35.3
141,33.6,35.3
140,33.6,35.3
140,33.6,35.3
140,33.7,35.3
140,33.7,35.3
140,33.7,35.3
140,33.7,35.3
139,33.6,35.3
139,33.6,35.3
139,33.6,35.3
138,33.6,35.3
138,33.6,35.3
138,33.6,35.3
138,33.6,35.3
137,33.6,35.3
137,33.6,35.3
137,33.7,35.3
137,33.7,35.3
137,33.7,35.3
137,33.8,35.3
137,33.7,35.3
137,33.6,35.3
138,33.6,35.3
137,33.6,35.3
137,33.6,35.3
137,33.6,35.3
137,33.6,35.3
138,33.6,35.3
137,33.6,35.3
136,33.7,35.3
136,33.7,35.3
135,33.7,35.3
135,33.8,35.3
135,33.7,35.3
133,33.7,35.3
128,33.7,35.3
122,33.7,35.3
112,33.8,35.3
87.8,33.9,35.4
61.7,33.8,35.4
54,33.5,35.3
54,33.5,35.2
53.9,33.5,35.2
53.9,33.6,35.3
56.9,34.4,42.5
56.6,34.5,45
56.6,34.5,45.2
56.5,34.4,45.2
56.8,34.4,45.1
58,34.4,45.2
59.1,34.4,45.2
59.4,34.4,45.2
59.4,34.4,45.2
64.9,34.4,45.1
71.9,34.5,45
85.8,34.4,44.9
117,34.2,44.6
137,34.1,44.3
135,34.1,44.3
129,34.2,44.4
121,34.3,44.5
106,34.4,44.7
73.9,34.6,45
56.5,34.5,45.2
56.4,34.5,45.1
56.5,34.5,45.1
56.4,34.5,45.1
56.5,34.5,45.1
56.4,34.4,45.1
56.2,34.4,45
56.1,34.4,45.1
56.2,34.3,45.1
56.3,34.4,45.1
56.4,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45.1
56.5,34.5,45.1
56.5,34.5,45.1
56.5,34.5,45.1
56.4,34.5,45.1
56.4,34.5,45.1
56.6,34.5,45.1
56.6,34.4,45.1
56.4,34.4,45.1
56.3,34.4,45.1
56.3,34.3,45
56.4,34.4,45.1
56.5,34.4,45
56.5,34.4,45.1
56.4,34.4,45.1
56.3,34.4,45
56.5,34.5,45.1
56.6,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.6,34.4,45.1
56.5,34.5,45.1
56.5,34.4,45.1
56.5,34.5,45.1
56.4,34.4,45.1
56.5,34.4,45
56.6,34.4,45.1
56.5,34.4,45.1
56.4,34.4,45.1
56.3,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45.1
56.4,34.4,45.1
56.3,34.4,45.1
56.4,34.5,45.1
56.6,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45
56.8,34.5,45.1
56.6,34.4,45
56.6,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45
56.6,34.4,45.1
56.7,34.4,45.1
56.9,34.4,45.1
56.7,34.4,45.1
56.6,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45
56.6,34.4,45
56.4,34.4,45
56.6,34.5,45
56.7,34.5,45
56.8,34.5,45.1
56.9,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.6,34.4,45.1
56.7,34.4,45.1
56.6,34.4,45.1
56.7,34.4,45.1
56.8,34.4,45.1
56.7,34.4,45.1
56.6,34.5,45
56.6,34.5,45.1
56.7,34.5,45
56.8,34.5,45
56.8,34.5,45.1
56.6,34.5,45
56.5,34.4,45.1
56.5,34.4,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.8,34.4,45.1
56.8,34.4,45.1
56.7,34.4,45.1
56.6,34.4,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.9,34.5,45.1
56.9,34.5,45.1
56.9,34.5,45.1
56.6,34.5,45.1
56.6,34.5,45.1
56.7,34.4,45.1
56.8,34.5,45.1
56.9,34.5,45.2
56.8,34.5,45.2
56.7,34.5,45.2
56.8,34.6,45.2
56.9,34.6,45.2
56.9,34.6,45.2
57,34.6,45.1
57,34.6,45.2
56.8,34.6,45.2
56.8,34.5,45.2
56.8,34.6,45.2
56.7,34.5,45.2
56.7,34.5,45.2
56.8,34.5,45.2
56.9,34.5,45.2
56.8,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45
56.6,34.4,45
56.5,34.4,45
56.5,34.4,45
56.6,34.4,45
56.7,34.4,45
56.8,34.4,45
56.8,34.4,45
56.7,34.4,45.1
56.6,34.5,45.1
56.7,34.5,45
56.6,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.9,34.6,45.1
57,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.7,34.4,45.1
56.5,34.4,45.1
56.4,34.4,45.1
56.5,34.4,45.1
56.6,34.4,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.6,34.4,45.1
56.5,34.4,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.7,34.4,45.1
56.6,34.4,45.1
56.5,34.4,45.1
56.5,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45
56.6,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.6,34.5,45.1
56.5,34.4,45.1
56.5,34.4,45
56.6,34.4,45
56.6,34.4,45
56.5,34.3,44.9
56.4,34.3,45
56.3,34.3,44.9
56.5,34.4,45
56.7,34.4,45
56.7,34.4,45
56.9,34.5,45
56.9,34.5,45
56.7,34.5,45
56.7,34.5,45
56.7,34.5,45
56.5,34.4,45
56.5,34.4,45.1
56.6,34.4,45.1
56.7,34.4,45
56.7,34.4,45
56.6,34.5,45
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.6,45.1
56.8,34.5,45
56.7,34.5,45
56.7,34.6,45.1
56.8,34.5,45.1
56.8,34.5,45
56.9,34.5,45.1
56.9,34.5,45.1
56.9,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.8,34.5,45.1
56.9,34.6,45.1
56.9,34.6,45.1
56.7,34.6,45.1
56.7,34.6,45.1
56.9,34.6,45.1
56.9,34.5,45.1
56.8,34.5,45
56.7,34.5,45.1
56.6,34.5,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.7,34.3,45
56.8,34.4,45.1
56.9,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.9,34.5,45.1
56.9,34.6,45.1
56.8,34.6,45.1
56.9,34.6,45.1
57,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.7,34.4,45.1
56.7,34.4,45.1
56.8,34.4,45.1
56.7,34.4,45.1
56.7,34.4,45.1
56.5,34.4,45.1
56.6,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
57,34.5,45.1
56.9,34.5,45
56.9,34.6,45.1
56.7,34.5,45
56.7,34.5,45
56.7,34.4,45
56.6,34.4,45
56.6,34.4,45
56.7,34.4,45
56.7,34.4,45
56.5,34.4,45
56.5,34.4,45.1
56.6,34.4,45
56.7,34.4,45
56.7,34.4,45.1
56.7,34.5,45
56.6,34.5,45.1
56.6,34.5,45
56.7,34.5,45
56.8,34.5,45
56.9,34.5,45
56.9,34.5,45
56.8,34.5,45.1
56.6,34.4,45
56.6,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45
56.5,34.3,45.1
56.6,34.3,45
56.7,34.4,45.1
56.5,34.4,45.1
56.4,34.4,45
56.6,34.4,45.1
56.6,34.4,45
56.6,34.4,45.1
56.6,34.4,45.1
56.5,34.5,45.1
56.6,34.4,45.1
56.7,34.5,45.1
56.8,34.4,45
56.8,34.4,45
56.8,34.4,45
56.7,34.3,45
56.6,34.3,45.1
56.6,34.4,45.1
56.6,34.3,45
56.6,34.3,45.1
56.6,34.4,45.1
56.8,34.4,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.6,34.4,45.1
56.7,34.4,45
56.7,34.4,45
56.6,34.4,45
56.4,34.3,45
56.4,34.3,45
56.5,34.3,45
56.6,34.3,45
56.7,34.3,45
56.8,34.4,45
56.8,34.4,45
56.7,34.4,45.1
56.7,34.4,45
56.6,34.4,45
56.6,34.4,45
56.6,34.4,45
56.7,34.3,45
56.6,34.3,45
56.6,34.3,45
56.4,34.3,45
56.4,34.3,45
56.5,34.3,45
56.6,34.3,45
56.6,34.3,45
56.5,34.3,45
56.5,34.4,45
56.6,34.4,45
56.7,34.4,45
56.7,34.4,45
56.8,34.4,45
56.8,34.4,45
56.6,34.4,45
56.6,34.4,45.1
56.6,34.3,45.1
56.5,34.3,45.1
56.5,34.3,45
56.6,34.3,45.1
56.6,34.3,45.1
56.5,34.3,45
56.5,34.3,45
56.5,34.4,45
56.6,34.4,45
56.7,34.4,45
56.8,34.5,45.1
56.7,34.5,45.1
56.5,34.5,45.1
56.6,34.4,45.1
56.5,34.3,45.1
56.6,34.3,45.1
56.7,34.3,45
56.7,34.3,45.1
56.6,34.3,45.1
56.5,34.3,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.7,34.5,45.1
56.9,34.5,45.1
56.8,34.5,45.1
56.6,34.5,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.7,34.4,45.1
56.6,34.4,45
56.5,34.3,45.1
56.4,34.4,45.1
56.5,34.3,45.1
56.6,34.4,45.1
56.7,34.4,45.1
56.8,34.4,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.7,34.4,45.1
56.7,34.4,45.1
56.5,34.4,45.1
56.5,34.4,45.1
56.6,34.4,45.1
56.6,34.4,45.1
56.7,34.5,45.1
56.6,34.5,45.1
56.5,34.5,45.1
56.6,34.5,45.1
56.7,34.5,45.1
56.8,34.5,45.1
56.8,34.5,45.1
56.8,34.4,45
56.6,34.4,45
56.6,34.4,45
56.6,34.3,44.9
56.5,34.3,45
56.5,34.3,44.9
56.5,34.3,45
58.1,34.4,44.9
59.6,34.4,44.9
61.7,34.4,44.9
62.1,34.5,44.9
64.2,34.5,44.9
71.8,34.5,44.8
80.6,34.4,44.7
104,34.3,44.7
137,34,44.3
147,33.9,44.2
147,33.8,44.1
148,33.8,44.1
148,33.7,44.1
149,33.7,44.1
150,33.7,44.1
150,33.7,44.1
149,33.7,44.1
148,33.7,44.1
145,33.8,44.2
143,33.9,44.2
141,33.9,44.2
141,34,44.2
138,34.1,44.3
129,34.1,44.4
119,34.2,44.5
90,34.5,44.9
59.8,34.5,45.2
56.2,34.5,45.2
53.6,34,42.7
42.3,32.1,9.25
43.8,32.9,0
41.8,33.3,0
41.8,33.4,0
41.8,33.3,0
41.8,33.4,0
39.3,30.5,0
32.1,23.8,0
32,23.8,0
32.2,23.8,0
32.3,23.9,0
32.4,24,0
32.4,24.1,0
32.4,24.1,0
32.4,24.2,0
32.4,24.3,0
32.5,24.4,0
32.5,24.4,0
32.7,24.5,0
32.7,24.5,0
32.9,24.6,0
